Model,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification,Car_Age
M5,South America,White,Petrol,Manual,1.8,68739,3945,Low,14
X5,Asia,Blue,Hybrid,Automatic,3.5,142521,3270,Low,0
X3,North America,Grey,Hybrid,Manual,4.3,170490,2375,Low,2
i3,Europe,Grey,Diesel,Automatic,2.2,113814,6482,Low,10
X3,Middle East,Grey,Electric,Manual,2.2,37828,4777,Low,5
3 Series,Asia,Blue,Hybrid,Manual,2.7,113296,3811,Low,12
X5,North America,White,Petrol,Manual,1.6,178775,5779,Low,2
X6,Africa,Grey,Hybrid,Manual,2.1,160271,3508,Low,14
i3,Asia,Silver,Electric,Automatic,2.2,181134,2980,Low,12
X6,North America,Grey,Petrol,Manual,4.3,6795,4516,Low,0
M3,Middle East,Silver,Petrol,Automatic,3.7,14833,9389,High,7
X3,North America,Red,Diesel,Manual,2.4,81864,4432,Low,12
M5,South America,Silver,Electric,Manual,3.1,167046,5480,Low,5
X5,South America,Red,Electric,Automatic,2.2,152117,2077,Low,1
i8,North America,Silver,Petrol,Automatic,1.6,177294,3457,Low,6
M3,Middle East,Red,Hybrid,Manual,4.3,133283,1620,Low,8
X6,Asia,White,Electric,Manual,3.2,13334,9831,High,10
X1,North America,Red,Petrol,Automatic,3.1,83726,9073,High,1
X3,Europe,Grey,Diesel,Automatic,1.6,187673,9818,High,4
M5,South America,White,Electric,Manual,2.2,190618,2512,Low,13
M3,Africa,Blue,Electric,Manual,4.4,52773,2055,Low,5
7 Series,Africa,Silver,Petrol,Manual,3.5,137936,2722,Low,2
M5,North America,White,Hybrid,Automatic,4.1,166903,5344,Low,11
i3,Middle East,Red,Electric,Manual,3.6,134576,5900,Low,13
3 Series,North America,Grey,Hybrid,Manual,1.9,117563,7431,High,8
X1,South America,Red,Diesel,Manual,3.4,48270,9722,High,11
3 Series,Africa,Silver,Hybrid,Manual,2.8,181312,4245,Low,5
i8,Middle East,Grey,Petrol,Automatic,4.0,98514,2278,Low,14
M5,North America,Silver,Diesel,Automatic,4.4,12363,6416,Low,11
X6,Middle East,Red,Petrol,Automatic,2.0,162414,1522,Low,13
5 Series,South America,White,Hybrid,Automatic,2.8,164587,1953,Low,11
X1,North America,Silver,Diesel,Automatic,3.8,74041,7825,High,5
i3,Middle East,White,Electric,Automatic,2.2,94776,8400,High,8
X3,Asia,Blue,Electric,Manual,1.8,66873,7814,High,3
i3,North America,Red,Diesel,Automatic,1.8,137737,5328,Low,1
X6,Europe,Blue,Electric,Automatic,2.5,15242,3710,Low,5
M5,Africa,Blue,Petrol,Manual,2.5,158440,2473,Low,13
X1,South America,Silver,Hybrid,Automatic,4.8,109267,3642,Low,12
5 Series,North America,Grey,Diesel,Automatic,4.3,158742,8048,High,14
X3,North America,Blue,Petrol,Manual,4.5,145637,8104,High,7
M5,North America,Silver,Electric,Automatic,2.7,16909,6416,Low,1
M5,South America,White,Hybrid,Manual,4.7,20240,8281,High,7
3 Series,Middle East,Silver,Hybrid,Automatic,2.4,22736,8961,High,13
X3,Asia,Blue,Diesel,Manual,4.4,38672,1993,Low,3
7 Series,Africa,Silver,Hybrid,Manual,3.8,172032,1311,Low,7
7 Series,South America,Black,Electric,Automatic,1.9,189179,5533,Low,10
M3,Middle East,Red,Electric,Manual,4.1,146787,6394,Low,7
3 Series,Middle East,Blue,Electric,Manual,3.0,121105,7286,High,8
i3,North America,Black,Electric,Automatic,4.0,137653,8019,High,4
7 Series,Middle East,Red,Diesel,Automatic,4.1,97665,7502,High,6
X5,South America,Black,Electric,Automatic,3.0,144266,4952,Low,7
i8,Middle East,Black,Petrol,Manual,4.1,100409,2344,Low,8
X5,Asia,White,Petrol,Automatic,4.0,64477,8041,High,5
i3,Europe,Black,Diesel,Manual,2.9,133347,3643,Low,12
M5,Asia,Silver,Electric,Manual,1.5,6820,8807,High,11
X3,Europe,Blue,Diesel,Automatic,1.9,46449,8208,High,12
M5,Middle East,Silver,Hybrid,Automatic,2.0,179742,6183,Low,10
M5,Middle East,Grey,Hybrid,Manual,2.9,101656,5026,Low,11
7 Series,Middle East,Blue,Electric,Automatic,4.8,1169,4187,Low,14
X1,Middle East,Red,Diesel,Manual,4.4,88812,7616,High,9
X6,South America,White,Petrol,Manual,1.6,152599,7513,High,11
3 Series,Europe,Grey,Petrol,Manual,2.2,169375,7717,High,14
3 Series,North America,Blue,Hybrid,Automatic,3.0,153238,8299,High,11
X3,Europe,Grey,Electric,Automatic,4.9,111798,5522,Low,13
3 Series,Africa,Silver,Hybrid,Manual,2.0,58247,1915,Low,4
i3,South America,Silver,Petrol,Manual,1.8,139436,2855,Low,0
M3,Africa,Blue,Electric,Automatic,2.8,86228,5911,Low,0
5 Series,North America,Blue,Diesel,Automatic,2.0,30272,5604,Low,9
5 Series,South America,Blue,Diesel,Automatic,4.7,164065,6452,Low,11
X3,Europe,Red,Diesel,Automatic,3.8,53315,1123,Low,0
i8,Europe,Black,Hybrid,Manual,3.4,197745,6393,Low,3
3 Series,Europe,White,Petrol,Manual,4.0,129486,7968,High,14
X1,North America,Grey,Electric,Manual,2.5,135622,2942,Low,14
X1,Africa,Grey,Diesel,Manual,1.6,71814,1854,Low,0
M5,North America,Silver,Diesel,Manual,4.7,199101,149,Low,14
M5,Africa,Grey,Electric,Manual,4.3,150916,5365,Low,8
i3,North America,Blue,Diesel,Manual,3.0,37138,7398,High,2
X6,Africa,White,Diesel,Manual,1.9,177737,367,Low,7
3 Series,Africa,Red,Petrol,Manual,2.0,52804,6455,Low,1
X1,Europe,Red,Hybrid,Automatic,4.0,44921,8456,High,13
i3,South America,Black,Hybrid,Automatic,4.8,45498,7775,High,5
M5,North America,White,Electric,Automatic,4.8,125696,7146,High,2
X6,Europe,White,Petrol,Manual,4.4,62497,6113,Low,11
7 Series,North America,Black,Diesel,Manual,1.6,145475,6012,Low,10
X3,Asia,Red,Electric,Automatic,4.2,48225,762,Low,1
5 Series,North America,Red,Hybrid,Manual,3.3,102267,3421,Low,4
X6,Middle East,Black,Electric,Manual,1.8,84679,3526,Low,11
M3,Asia,Silver,Petrol,Automatic,2.3,51497,1458,Low,10
M5,Africa,Red,Electric,Automatic,2.9,177484,4603,Low,8
i8,Asia,Grey,Hybrid,Automatic,2.4,161757,392,Low,2
X3,North America,Blue,Hybrid,Manual,4.4,54349,4067,Low,3
i8,Africa,Red,Hybrid,Manual,2.7,139722,4145,Low,14
3 Series,Middle East,Grey,Hybrid,Automatic,2.8,3849,2910,Low,3
X6,North America,White,Petrol,Manual,1.9,171218,5277,Low,5
7 Series,Africa,Grey,Electric,Manual,4.4,177643,7266,High,9
5 Series,North America,Silver,Hybrid,Manual,2.6,113256,300,Low,5
X5,South America,Silver,Hybrid,Automatic,2.6,57652,1865,Low,1
i8,Africa,Black,Electric,Manual,4.5,175562,4098,Low,6
X3,Asia,Silver,Hybrid,Manual,4.6,32502,8722,High,4
X5,South America,Silver,Petrol,Manual,2.9,124661,1456,Low,10
i3,North America,Grey,Hybrid,Automatic,4.2,85539,694,Low,0
X3,South America,Silver,Hybrid,Manual,2.1,125424,6879,Low,4
X1,South America,White,Petrol,Manual,2.0,106477,7408,High,6
3 Series,South America,Red,Diesel,Automatic,2.7,71827,3398,Low,10
5 Series,South America,Red,Petrol,Automatic,2.9,32364,6051,Low,1
i8,Middle East,Grey,Petrol,Manual,1.7,179121,9879,High,7
X1,Africa,Silver,Electric,Automatic,4.4,93535,1313,Low,11
i8,North America,Black,Petrol,Automatic,2.6,138942,8187,High,1
X3,Asia,Black,Petrol,Automatic,1.7,7418,2503,Low,1
3 Series,Asia,Black,Petrol,Manual,4.5,52412,4294,Low,7
X3,Middle East,Grey,Diesel,Manual,4.1,128275,6713,Low,5
X1,North America,Silver,Electric,Manual,3.0,113588,8034,High,10
X3,Africa,Blue,Electric,Manual,3.1,185236,3962,Low,0
X3,Europe,Red,Diesel,Manual,3.5,51853,2600,Low,11
X5,Africa,Black,Electric,Manual,3.5,166082,1289,Low,0
X1,Africa,Grey,Hybrid,Manual,4.5,179494,3200,Low,3
7 Series,Asia,Grey,Electric,Manual,2.9,122441,3563,Low,11
5 Series,North America,White,Petrol,Automatic,1.9,178429,2618,Low,3
M5,Europe,Silver,Hybrid,Automatic,1.5,89238,577,Low,6
i3,North America,Silver,Hybrid,Automatic,1.7,190874,135,Low,6
M3,Europe,Blue,Electric,Automatic,4.9,193664,6565,Low,9
X1,Middle East,Red,Petrol,Automatic,2.2,40942,3276,Low,9
M5,Europe,Black,Petrol,Automatic,3.6,81799,924,Low,9
7 Series,South America,Blue,Diesel,Manual,4.7,180813,6438,Low,10
5 Series,South America,Blue,Hybrid,Manual,4.5,76274,8117,High,6
X6,Europe,Grey,Diesel,Automatic,4.7,79804,8251,High,9
X5,Middle East,Grey,Electric,Manual,1.6,87100,6357,Low,10
X3,South America,White,Hybrid,Manual,3.5,18316,6921,Low,3
5 Series,Middle East,Black,Petrol,Manual,2.6,31137,6927,Low,13
X6,Europe,Red,Petrol,Manual,2.6,68190,7005,High,6
X6,Africa,Red,Hybrid,Automatic,5.0,150346,2895,Low,2
M3,North America,Blue,Diesel,Manual,4.1,10205,8985,High,11
X6,North America,White,Hybrid,Automatic,4.4,59915,3077,Low,0
7 Series,South America,Blue,Electric,Automatic,4.7,52082,9804,High,12
i8,Africa,White,Diesel,Automatic,2.4,10430,3145,Low,4
X3,Asia,Red,Electric,Manual,2.8,138832,9547,High,0
X3,North America,Grey,Hybrid,Automatic,4.5,59554,8188,High,14
X5,Africa,Black,Hybrid,Automatic,2.9,113725,9525,High,8
7 Series,Asia,Silver,Electric,Manual,4.5,88229,6195,Low,10
M5,Asia,Blue,Hybrid,Automatic,2.3,77619,8740,High,2
X6,Africa,White,Hybrid,Automatic,4.7,131197,5258,Low,7
M3,North America,Silver,Hybrid,Automatic,4.3,80136,249,Low,0
5 Series,South America,Blue,Petrol,Manual,3.1,15522,2410,Low,1
7 Series,Middle East,Blue,Diesel,Manual,4.0,1079,930,Low,11
7 Series,Europe,Grey,Electric,Manual,4.4,92574,576,Low,11
X6,Middle East,Black,Diesel,Manual,2.7,197625,3165,Low,12
X1,Middle East,Blue,Hybrid,Automatic,3.1,28180,5120,Low,14
X3,South America,Blue,Hybrid,Automatic,3.1,94225,1630,Low,7
X1,South America,Grey,Petrol,Manual,3.4,6608,9708,High,4
M5,Europe,Grey,Petrol,Automatic,3.2,151961,6553,Low,9
X1,Africa,Black,Electric,Manual,3.6,76467,6091,Low,5
7 Series,Europe,Silver,Petrol,Automatic,2.4,187832,6437,Low,5
X6,North America,Blue,Diesel,Automatic,3.9,7082,9174,High,13
3 Series,Africa,Silver,Diesel,Automatic,2.1,76891,5734,Low,3
i3,South America,Grey,Diesel,Automatic,2.6,9363,1182,Low,8
5 Series,Africa,Black,Petrol,Automatic,2.7,77674,3944,Low,6
M5,Asia,Black,Diesel,Automatic,3.4,86492,8774,High,5
i3,South America,White,Petrol,Manual,3.5,32737,6595,Low,11
5 Series,South America,White,Petrol,Automatic,3.3,88376,3744,Low,2
7 Series,Middle East,Grey,Electric,Automatic,2.5,115933,5354,Low,7
M5,Asia,Black,Diesel,Manual,3.2,142591,9880,High,12
X6,Europe,Grey,Petrol,Automatic,3.0,95757,2231,Low,8
3 Series,Europe,White,Diesel,Automatic,3.3,76580,1419,Low,8
3 Series,Middle East,Silver,Electric,Automatic,1.9,42617,2319,Low,6
X3,Africa,White,Petrol,Automatic,4.5,18892,4466,Low,2
M3,Europe,Grey,Petrol,Manual,4.4,137066,6794,Low,11
i3,Asia,White,Electric,Manual,2.1,28479,4963,Low,12
X1,Middle East,Silver,Diesel,Manual,4.5,94561,4215,Low,11
X3,Europe,Blue,Petrol,Automatic,1.7,52773,1960,Low,5
7 Series,Asia,Grey,Diesel,Automatic,4.2,164453,3414,Low,10
5 Series,Asia,Grey,Diesel,Automatic,3.8,2382,5636,Low,4
M5,Middle East,Grey,Hybrid,Manual,3.9,68261,2738,Low,11
3 Series,South America,Silver,Electric,Automatic,3.7,97865,5451,Low,4
X1,Europe,Blue,Hybrid,Automatic,2.5,188911,1361,Low,2
M3,Asia,White,Electric,Manual,3.9,86066,3540,Low,5
3 Series,Asia,Silver,Diesel,Manual,4.8,94401,967,Low,7
M5,Middle East,Grey,Hybrid,Automatic,4.7,105036,8257,High,8
5 Series,North America,Black,Electric,Automatic,3.1,147647,3283,Low,3
M5,Europe,Black,Petrol,Manual,2.5,78958,557,Low,0
7 Series,Europe,Black,Hybrid,Manual,4.7,170885,9663,High,6
7 Series,South America,Grey,Electric,Automatic,2.5,100505,2565,Low,10
M3,Europe,Red,Petrol,Manual,4.7,114013,2167,Low,11
X3,Middle East,Grey,Petrol,Automatic,4.3,537,6968,Low,4
i3,Asia,White,Hybrid,Manual,1.7,130791,2312,Low,6
i3,Middle East,Grey,Hybrid,Automatic,1.9,47752,3236,Low,2
X1,Asia,Silver,Diesel,Automatic,3.9,38852,7427,High,1
i3,Asia,Black,Diesel,Automatic,2.4,194870,9965,High,0
M3,Middle East,Black,Electric,Automatic,1.5,33415,2382,Low,8
7 Series,Middle East,Red,Petrol,Automatic,3.1,113067,5325,Low,1
3 Series,South America,Black,Hybrid,Manual,2.5,186144,5639,Low,13
i8,South America,Black,Hybrid,Automatic,3.1,26984,3556,Low,0
M5,North America,Silver,Petrol,Manual,3.9,180354,8227,High,0
7 Series,Asia,White,Diesel,Automatic,2.6,162456,2923,Low,8
M3,Africa,White,Diesel,Manual,3.7,110410,9433,High,3
X1,Middle East,Grey,Diesel,Manual,1.9,112024,431,Low,2
5 Series,Asia,Silver,Hybrid,Manual,4.7,135881,1318,Low,1
X3,Middle East,Grey,Petrol,Manual,1.5,98850,1345,Low,10
7 Series,South America,White,Petrol,Manual,4.0,105870,7401,High,3
i8,Middle East,Grey,Electric,Manual,3.8,109509,2137,Low,14
i3,North America,Blue,Electric,Automatic,3.4,13670,2277,Low,5
7 Series,South America,Black,Electric,Manual,3.1,150234,3629,Low,9
X1,Asia,White,Petrol,Automatic,3.0,63757,5959,Low,0
5 Series,Africa,White,Electric,Automatic,3.1,98699,6099,Low,14
i3,North America,Blue,Petrol,Manual,4.3,138642,7432,High,14
7 Series,Asia,Red,Electric,Manual,1.5,171180,8192,High,14
X1,Asia,Silver,Electric,Automatic,4.1,109488,9740,High,6
X1,Africa,Red,Petrol,Manual,2.0,143291,9529,High,8
X6,Europe,Blue,Hybrid,Automatic,2.3,34172,3207,Low,13
i3,Africa,Red,Petrol,Manual,4.0,67254,1237,Low,13
3 Series,South America,Grey,Hybrid,Manual,1.6,67416,884,Low,1
7 Series,Middle East,White,Hybrid,Manual,4.8,153998,7366,High,5
X3,Europe,Black,Diesel,Manual,4.9,16661,8266,High,0
5 Series,Asia,White,Electric,Automatic,3.7,112310,5865,Low,7
i3,Middle East,White,Petrol,Manual,3.7,192095,1557,Low,6
X5,Asia,Silver,Hybrid,Automatic,3.7,58429,2300,Low,0
X6,North America,Black,Electric,Automatic,1.6,141050,3008,Low,12
M3,North America,Red,Electric,Manual,3.9,169469,7118,High,3
3 Series,South America,Blue,Hybrid,Automatic,4.5,178670,6677,Low,2
X5,South America,Silver,Petrol,Automatic,4.4,75939,9686,High,13
5 Series,South America,Black,Petrol,Automatic,1.6,38383,1336,Low,9
M5,South America,White,Petrol,Automatic,4.9,17348,6541,Low,9
i3,South America,Blue,Electric,Automatic,1.7,157201,8328,High,0
7 Series,Asia,Blue,Petrol,Manual,4.7,121066,168,Low,0
X3,Africa,Silver,Electric,Automatic,3.8,157577,5901,Low,12
X1,Middle East,Blue,Hybrid,Manual,2.5,43436,6798,Low,9
M5,South America,Black,Hybrid,Manual,1.6,172797,5084,Low,1
M3,Asia,Grey,Petrol,Automatic,2.7,142514,6656,Low,2
X3,Europe,Black,Electric,Manual,2.1,175388,4837,Low,11
i8,Europe,Blue,Hybrid,Manual,3.5,184178,8647,High,8
X5,Europe,Silver,Hybrid,Manual,4.9,94487,1769,Low,2
5 Series,North America,Silver,Hybrid,Manual,5.0,79140,106,Low,10
M5,Asia,Blue,Electric,Manual,3.7,65938,6710,Low,11
M3,Middle East,Red,Hybrid,Automatic,2.4,102423,2547,Low,13
X5,Middle East,Black,Diesel,Automatic,3.5,134911,6567,Low,3
X5,South America,Red,Petrol,Manual,4.9,147172,3596,Low,6
3 Series,Europe,Black,Petrol,Manual,2.6,1181,8351,High,0
M5,Europe,Black,Electric,Manual,1.7,195080,4465,Low,10
7 Series,North America,White,Electric,Manual,4.5,115401,4487,Low,3
M3,South America,Silver,Petrol,Automatic,2.7,170758,4795,Low,3
X3,Middle East,Silver,Diesel,Automatic,4.5,81532,7508,High,7
X3,North America,Silver,Diesel,Automatic,4.3,8308,8573,High,0
X5,South America,White,Hybrid,Manual,1.7,32276,9176,High,2
X3,Middle East,White,Petrol,Manual,3.9,46422,2633,Low,8
X6,Europe,White,Electric,Manual,2.2,91928,5338,Low,9
M3,Asia,White,Petrol,Automatic,4.1,151433,5415,Low,9
X1,Asia,Black,Hybrid,Manual,2.4,28687,1260,Low,1
i3,Europe,Silver,Hybrid,Automatic,2.6,18316,8923,High,12
5 Series,North America,Blue,Petrol,Manual,3.8,84405,7971,High,8
X3,Africa,Blue,Hybrid,Automatic,4.7,127668,7045,High,12
X6,Europe,White,Petrol,Automatic,2.2,89438,2712,Low,12
5 Series,South America,Silver,Hybrid,Automatic,2.1,29529,111,Low,9
M3,South America,Red,Petrol,Automatic,3.1,30091,9032,High,10
7 Series,Middle East,Silver,Petrol,Automatic,4.1,108228,5253,Low,7
7 Series,South America,White,Electric,Automatic,2.7,101703,3193,Low,7
3 Series,Asia,Grey,Diesel,Manual,1.9,31715,3670,Low,6
3 Series,Middle East,Grey,Electric,Manual,2.0,59902,3084,Low,8
X5,Africa,Red,Hybrid,Automatic,1.8,172248,1378,Low,9
M3,South America,Silver,Diesel,Manual,2.0,89456,2560,Low,6
i3,Middle East,Blue,Diesel,Manual,3.7,59802,2295,Low,11
X5,North America,Black,Diesel,Automatic,1.5,127062,5272,Low,5
M3,Africa,White,Electric,Manual,2.2,124798,3389,Low,12
i8,Europe,White,Diesel,Automatic,4.0,24350,1469,Low,10
7 Series,South America,Silver,Petrol,Automatic,3.8,66102,8702,High,14
X5,Europe,White,Diesel,Manual,1.6,11839,6621,Low,5
X3,Asia,Grey,Electric,Automatic,3.0,134030,8639,High,4
7 Series,Europe,Silver,Diesel,Manual,1.7,155819,8065,High,9
i3,North America,Red,Petrol,Manual,4.4,47076,7925,High,4
X6,Middle East,Red,Electric,Automatic,2.8,31780,7364,High,7
i3,North America,Black,Hybrid,Manual,2.2,4800,7723,High,3
5 Series,North America,Blue,Electric,Manual,1.8,119454,3732,Low,3
X6,Middle East,Grey,Electric,Automatic,3.2,79355,2526,Low,8
3 Series,Europe,Blue,Electric,Manual,4.3,16174,9913,High,8
X3,Africa,Black,Petrol,Manual,4.6,79769,3625,Low,3
X3,Asia,Grey,Diesel,Automatic,3.0,36465,4025,Low,7
M3,Africa,Red,Electric,Automatic,2.7,21981,5109,Low,13
7 Series,North America,Grey,Hybrid,Manual,3.8,19394,138,Low,6
i3,Asia,Red,Diesel,Manual,2.6,116164,4770,Low,10
X3,Middle East,Red,Electric,Automatic,2.0,120666,8358,High,12
7 Series,Europe,Silver,Hybrid,Manual,3.8,171384,9080,High,2
5 Series,Asia,Silver,Petrol,Manual,2.7,197068,206,Low,12
i3,Asia,White,Diesel,Manual,2.6,189844,8058,High,3
X6,South America,Grey,Electric,Manual,3.9,117680,4987,Low,9
i3,Europe,Silver,Petrol,Manual,4.2,21741,5631,Low,14
M5,Middle East,White,Petrol,Automatic,4.7,129347,4529,Low,0
i3,Europe,White,Diesel,Manual,2.1,33900,6744,Low,5
X5,South America,White,Diesel,Manual,3.1,50114,2697,Low,12
X1,Middle East,White,Electric,Manual,2.6,144953,7902,High,11
X6,Europe,Black,Petrol,Manual,2.8,155884,801,Low,5
3 Series,North America,Grey,Hybrid,Automatic,4.7,156487,654,Low,8
i3,Europe,Blue,Petrol,Manual,4.7,24148,5142,Low,4
i8,Asia,Black,Electric,Manual,3.4,15942,1777,Low,14
7 Series,Europe,Silver,Diesel,Automatic,2.7,131726,8103,High,12
X1,Asia,Red,Petrol,Automatic,1.9,10435,1137,Low,2
7 Series,Europe,Blue,Hybrid,Automatic,3.7,167374,860,Low,14
X1,Asia,Grey,Diesel,Manual,2.9,149565,5178,Low,5
X6,Asia,Blue,Petrol,Automatic,3.6,87364,7820,High,10
7 Series,North America,Red,Hybrid,Automatic,3.9,85869,1367,Low,8
X6,Europe,Grey,Petrol,Manual,1.5,60481,4110,Low,2
i3,Asia,Red,Electric,Automatic,3.5,164981,7090,High,1
X6,Middle East,Red,Hybrid,Automatic,4.8,37198,882,Low,12
5 Series,South America,White,Hybrid,Automatic,4.4,171887,7202,High,1
i8,Middle East,Black,Diesel,Automatic,3.4,16054,2375,Low,11
X5,Asia,White,Petrol,Automatic,1.5,20715,1671,Low,8
X3,Middle East,Blue,Hybrid,Manual,3.7,19780,242,Low,11
M3,Africa,Silver,Diesel,Manual,2.4,195637,3413,Low,12
i3,Asia,Silver,Hybrid,Automatic,4.6,69737,4965,Low,5
X5,North America,Red,Hybrid,Manual,1.6,54139,5727,Low,11
M5,North America,Silver,Diesel,Automatic,2.3,47778,380,Low,10
i3,South America,Red,Diesel,Automatic,3.0,60305,3566,Low,3
M3,Asia,Black,Diesel,Manual,2.5,7915,6913,Low,3
X1,Europe,White,Petrol,Automatic,4.1,143754,4203,Low,13
X5,Europe,Grey,Hybrid,Manual,3.7,153544,8937,High,12
3 Series,Africa,Black,Electric,Manual,3.8,15351,2578,Low,2
X3,Asia,Grey,Hybrid,Automatic,4.2,153264,321,Low,1
3 Series,North America,Black,Electric,Automatic,4.1,89356,7965,High,3
M3,North America,Silver,Petrol,Automatic,3.0,91544,1383,Low,4
M5,Asia,Silver,Diesel,Manual,2.2,54322,1847,Low,5
M5,Europe,Red,Electric,Automatic,4.7,183072,335,Low,14
X5,South America,Black,Petrol,Manual,4.1,132325,9637,High,13
M5,South America,Red,Diesel,Manual,2.2,98062,6809,Low,12
X6,South America,Silver,Hybrid,Manual,4.9,194773,934,Low,0
X1,South America,Grey,Electric,Automatic,2.8,168086,3493,Low,14
7 Series,Middle East,White,Petrol,Automatic,2.8,73442,1068,Low,0
3 Series,Africa,White,Electric,Automatic,3.0,122448,8072,High,14
X3,South America,White,Hybrid,Manual,2.8,13828,2003,Low,5
5 Series,South America,Grey,Diesel,Automatic,4.9,123312,8691,High,12
M3,Africa,Red,Hybrid,Automatic,2.8,15595,8815,High,12
i3,Asia,Blue,Diesel,Manual,3.4,156215,324,Low,10
3 Series,Middle East,Blue,Hybrid,Automatic,1.5,102072,8555,High,0
3 Series,Europe,Red,Electric,Manual,3.8,161554,2843,Low,9
M3,Middle East,Grey,Electric,Automatic,5.0,157494,6677,Low,13
5 Series,Africa,Blue,Diesel,Automatic,2.0,43322,8308,High,14
i8,Middle East,White,Petrol,Automatic,3.9,184645,8022,High,2
i3,South America,Silver,Electric,Manual,4.0,4507,6570,Low,14
i8,Asia,Blue,Electric,Automatic,3.8,7218,9923,High,6
X6,Middle East,White,Electric,Manual,3.8,11344,1983,Low,0
X1,Africa,Red,Petrol,Automatic,4.6,174305,3345,Low,5
5 Series,Middle East,Blue,Diesel,Manual,4.1,122470,507,Low,11
X3,Africa,Grey,Petrol,Manual,3.9,133348,9954,High,14
5 Series,Middle East,White,Electric,Manual,2.2,164669,606,Low,9
7 Series,Asia,Red,Hybrid,Manual,3.3,155423,8106,High,13
M3,Middle East,White,Petrol,Manual,3.0,26660,8872,High,0
X3,North America,White,Diesel,Manual,2.2,160267,4599,Low,2
3 Series,North America,White,Petrol,Manual,2.1,49068,3456,Low,9
7 Series,Asia,Blue,Electric,Manual,2.1,2734,8932,High,5
i3,Asia,Black,Diesel,Manual,1.5,9362,9098,High,11
X1,Middle East,White,Electric,Manual,2.5,75844,7149,High,11
i8,Middle East,Silver,Hybrid,Automatic,3.6,114034,6962,Low,3
X3,Asia,Grey,Petrol,Automatic,3.9,119240,4163,Low,10
X6,Middle East,Silver,Electric,Manual,3.1,20179,2564,Low,14
X3,South America,White,Electric,Manual,2.9,111917,4566,Low,11
X3,Europe,Red,Diesel,Manual,1.7,71358,5835,Low,14
5 Series,Africa,Silver,Electric,Automatic,2.5,139446,9614,High,4
i8,South America,Grey,Electric,Manual,3.8,17072,7849,High,1
X1,South America,Blue,Electric,Automatic,4.0,141471,4521,Low,11
5 Series,Europe,Blue,Electric,Automatic,3.5,127179,504,Low,1
7 Series,Asia,Black,Diesel,Automatic,2.4,53393,4485,Low,8
X1,Middle East,White,Electric,Manual,2.7,128801,3391,Low,11
i8,North America,Grey,Diesel,Automatic,3.6,132463,301,Low,7
X1,Europe,Silver,Hybrid,Automatic,2.1,154576,5141,Low,12
3 Series,Africa,Black,Petrol,Manual,2.6,162728,7765,High,3
X1,Middle East,White,Electric,Automatic,2.7,193048,8637,High,13
M3,Middle East,White,Hybrid,Manual,2.8,114527,6925,Low,12
i8,Europe,Black,Petrol,Automatic,3.2,141841,5700,Low,13
5 Series,Middle East,Grey,Electric,Automatic,1.5,47366,7801,High,7
7 Series,Europe,Red,Electric,Automatic,4.4,6398,197,Low,12
M5,Europe,White,Diesel,Automatic,4.1,63514,7219,High,11
X6,Middle East,Silver,Petrol,Automatic,4.5,197533,984,Low,3
M5,Europe,White,Electric,Automatic,1.7,188772,4128,Low,11
M3,Europe,Grey,Petrol,Manual,4.2,78546,3295,Low,4
X6,Europe,White,Diesel,Manual,2.8,187718,5680,Low,10
X3,Africa,Grey,Diesel,Manual,4.3,30896,9164,High,13
i3,Asia,Blue,Hybrid,Manual,3.9,62087,4020,Low,11
5 Series,Asia,Grey,Hybrid,Manual,3.9,112818,1916,Low,12
7 Series,Europe,Black,Petrol,Automatic,4.1,100082,8748,High,3
i3,Asia,Red,Electric,Automatic,4.7,85924,5714,Low,11
M3,North America,Black,Diesel,Manual,3.3,197545,7459,High,3
M3,South America,Silver,Diesel,Automatic,4.4,32498,6860,Low,13
i3,Europe,Blue,Electric,Manual,4.4,67990,9850,High,3
5 Series,Europe,Silver,Petrol,Automatic,1.6,34410,4636,Low,7
7 Series,Europe,White,Diesel,Automatic,4.1,130281,1041,Low,3
i8,Asia,Blue,Diesel,Automatic,2.7,84003,1613,Low,10
M5,Europe,Grey,Petrol,Automatic,3.6,10270,5931,Low,12
M5,North America,White,Diesel,Automatic,4.7,127866,1203,Low,0
3 Series,South America,Red,Electric,Automatic,4.6,179809,3265,Low,11
M5,North America,Black,Hybrid,Manual,2.3,34563,5631,Low,2
7 Series,Africa,Black,Diesel,Manual,3.6,66071,2400,Low,9
i3,North America,Red,Electric,Automatic,3.5,78959,1393,Low,8
M3,North America,White,Petrol,Manual,1.8,82613,633,Low,3
3 Series,Europe,Black,Electric,Automatic,1.9,183462,6322,Low,11
i3,South America,Silver,Diesel,Automatic,2.9,49780,6083,Low,3
5 Series,Middle East,Black,Electric,Automatic,4.0,138394,7804,High,9
X3,Europe,White,Electric,Automatic,1.7,57556,3173,Low,1
M3,South America,Grey,Diesel,Automatic,2.6,71098,5580,Low,9
5 Series,Middle East,White,Hybrid,Automatic,4.9,37893,682,Low,0
X1,South America,Grey,Diesel,Automatic,3.4,95911,3975,Low,8
5 Series,Africa,Red,Diesel,Automatic,2.8,231,1084,Low,4
7 Series,South America,Blue,Petrol,Automatic,2.2,43413,8519,High,9
5 Series,South America,White,Hybrid,Manual,4.9,153768,3827,Low,8
5 Series,Middle East,Silver,Diesel,Automatic,2.5,136315,8953,High,11
